"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2009","2009",15.625,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",15.29,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",15.747,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",16.818,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",17.84,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",18.352,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",19.143,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",18.738,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",23.024,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",24.258,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",27.591,,
"LVA","Latvia","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",28.293,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2007","2007",6.508,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2008","2008",6.515,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",4.979,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",4.287,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",4.662,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",4.694,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",4.827,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",4.921,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",4.894,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",4.842,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",9.339,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",10.051,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",11.241,,
"LVA","Latvia","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",11.524,,
"LVA","Latvia","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",9.335,,
"LVA","Latvia","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",9.623,,
"LVA","Latvia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",5.035,,
"LVA","Latvia","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",5.474,,
"LVA","Latvia","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",2.043,,
"LVA","Latvia","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",2.239,,
"LVA","Latvia","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",1.72,,
"LVA","Latvia","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",1.968,,
"LVA","Latvia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",3.026,,
"LVA","Latvia","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",3.048,,
"LVA","Latvia","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1.233,,
"LVA","Latvia","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",1.237,,
"LVA","Latvia","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.978,,
"LVA","Latvia","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.982,,
"LVA","Latvia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.312,,
"LVA","Latvia","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",0.271,,
"LVA","Latvia","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.127,,
"LVA","Latvia","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.111,,
"LVA","Latvia","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.118,,
"LVA","Latvia","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.103,,
"LVA","Latvia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",13.009,,
"LVA","Latvia","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",12.6,,
"LVA","Latvia","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",5.262,,
"LVA","Latvia","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",5.104,,
"LVA","Latvia","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",4.52,,
"LVA","Latvia","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",4.413,,
"LVA","Latvia","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",5.279,,
"LVA","Latvia","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",6.098,,
"LVA","Latvia","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",2.186,,
"LVA","Latvia","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",2.489,,
"LVA","Latvia","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",1.703,,
"LVA","Latvia","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",1.907,,
"LVA","Latvia","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.93,,
"LVA","Latvia","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",0.8,,
"LVA","Latvia","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.39,,
"LVA","Latvia","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.344,,
"LVA","Latvia","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.295,,
"LVA","Latvia","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.25,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",4.366,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",3.835,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",7.879,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",8.303,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",11.458,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",13.959,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",12.405,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",15.296,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",1.738,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",1.698,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",4.366,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",3.835,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",7.879,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",8.303,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",11.458,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",13.959,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",12.405,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",15.296,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",12.863,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",18.397,,
"LIE","Liechtenstein","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",9.381,,
"LIE","Liechtenstein","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",13.417,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.507,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",2.271,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.117,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.651,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.845,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.78,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.351,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.316,,
"LIE","Liechtenstein","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.26,,
"LIE","Liechtenstein","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.181,,
"LIE","Liechtenstein","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.208,,
"LIE","Liechtenstein","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.129,,
"LIE","Liechtenstein","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",2.807,,
"LIE","Liechtenstein","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",5.393,,
"LIE","Liechtenstein","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",2.053,,
"LIE","Liechtenstein","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",3.948,,
"LIE","Liechtenstein","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",4.6,,
"LIE","Liechtenstein","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",7.096,,
"LIE","Liechtenstein","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",3.352,,
"LIE","Liechtenstein","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",5.186,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.819,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.677,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.325,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.213,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",0.158,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",0.14,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",0.29,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",0.308,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",0.428,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",0.525,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",0.47,,
"LIE","Liechtenstein","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",0.584,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",0.062,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",0.061,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",0.158,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",0.14,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",0.29,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",0.308,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",0.428,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",0.525,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",0.47,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",0.584,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.495,,
"LIE","Liechtenstein","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.713,,
"LIE","Liechtenstein","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.361,,
"LIE","Liechtenstein","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.52,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.058,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.088,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.043,,
"LIE","Liechtenstein","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.064,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.071,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.069,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.052,,
"LIE","Liechtenstein","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.051,,
"LIE","Liechtenstein","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.01,,
"LIE","Liechtenstein","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.007,,
"LIE","Liechtenstein","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.008,,
"LIE","Liechtenstein","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.005,,
"LIE","Liechtenstein","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.108,,
"LIE","Liechtenstein","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.209,,
"LIE","Liechtenstein","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.079,,
"LIE","Liechtenstein","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.153,,
"LIE","Liechtenstein","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.177,,
"LIE","Liechtenstein","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.275,,
"LIE","Liechtenstein","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.129,,
"LIE","Liechtenstein","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.201,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.07,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.065,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.051,,
"LIE","Liechtenstein","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.047,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2005","2005",14.377,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2006","2006",14.986,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",14.65,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",13.212,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",7.416,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",7.644,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",8.301,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",9.25,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",9.095,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",10.523,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",10.482,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",10.94,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",11.562,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",12.367,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",13.859,,
"LTU","Lithuania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",14.894,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2005","2005",0.794,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2006","2006",2.8,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",3.566,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",3.655,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",2.193,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",2.844,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",3.818,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",4.655,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",5.335,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",7.408,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",5.486,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",4.44,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",4.577,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",4.944,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",5.647,,
"LTU","Lithuania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",5.856,,
"LTU","Lithuania","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",4.67,,
"LTU","Lithuania","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",4.773,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",2.763,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",2.816,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",2.782,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",1.205,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.392,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.419,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.172,,
"LTU","Lithuania","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.204,,
"LTU","Lithuania","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",0.883,,
"LTU","Lithuania","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.036,,
"LTU","Lithuania","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.83,,
"LTU","Lithuania","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",0.697,,
"LTU","Lithuania","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.796,,
"LTU","Lithuania","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.801,,
"LTU","Lithuania","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.632,,
"LTU","Lithuania","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.657,,
"LTU","Lithuania","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",0.132,,
"LTU","Lithuania","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.124,,
"LTU","Lithuania","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.151,,
"LTU","Lithuania","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",0.093,,
"LTU","Lithuania","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.111,,
"LTU","Lithuania","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.12,,
"LTU","Lithuania","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.094,,
"LTU","Lithuania","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.103,,
"LTU","Lithuania","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",5.362,,
"LTU","Lithuania","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",6.28,,
"LTU","Lithuania","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",7.317,,
"LTU","Lithuania","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",1.849,,
"LTU","Lithuania","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",2.069,,
"LTU","Lithuania","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",2.001,,
"LTU","Lithuania","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.739,,
"LTU","Lithuania","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.622,,
"LTU","Lithuania","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",2.682,,
"LTU","Lithuania","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",2.987,,
"LTU","Lithuania","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",3.335,,
"LTU","Lithuania","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",0.769,,
"LTU","Lithuania","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.925,,
"LTU","Lithuania","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.117,,
"LTU","Lithuania","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.747,,
"LTU","Lithuania","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.879,,
"LTU","Lithuania","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",0.543,,
